馬匹編號,馬名,平均比標準時間
9,順善寶,0.15
10,怡昌奇兵,0.15
3,駟跑得,0.24
8,迅意,0.25
11,熊噹噹,0.25
12,劍無情,0.28
5,雪茄福星,0.29
4,八里旺,0.3
1,同有運,0.38
7,本能,0.5
6,鑽得勝,0.63
2,心愛的,0.66
14,鼓浪飛凡,0.98
13,駿先生,1.16
