馬匹編號,馬名,平均比標準時間
2,開心老闆,-0.3
5,創寶駒,0.02
7,龍傲綾羅,0.05
14,全神貫注,0.16
1,光年八十,0.2
9,騰達勇士,0.56
8,開心旺財,0.57
12,最感,0.73
3,醒目先駒,0.88
10,金運齊來,0.9
4,駿馬之光,1.0
13,最好玩,1.08
11,瑰麗人生,1.18
