horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,閃電小子,1.5,1.5,0.0,9671362.8,7958946.05,1712416.75,1.0,1.0,0.0,12649415.62,9763631.62,2885784.0
4,三代至醒,7.4,7.3,0.01,1960411.38,1635399.87,325011.51,2.1,2.1,0.0,6023531.25,4649348.39,1374182.86
9,極速神影,11.0,11.0,0.0,1318822.2,1085310.82,233511.38,2.9,2.9,0.0,4361867.46,3366769.53,995097.93
6,文明戰士,12.0,12.0,0.0,1208920.35,994868.26,214052.09,3.3,3.3,0.0,3833156.25,2958676.25,874480.0
14,快樂高球,14.0,14.0,0.0,1036217.44,852744.22,183473.22,2.6,2.6,0.0,4865159.86,3755242.93,1109916.93
12,飛來霸,23.0,22.0,0.05,630741.05,542655.41,88085.64,3.3,3.3,0.0,3833156.25,2958676.25,874480.0
8,天寶威威,30.0,29.0,0.03,483568.14,411669.62,71898.52,8.2,8.2,0.0,1542611.66,1190686.78,351924.88
2,超強六十,36.0,35.0,0.03,402973.45,341097.69,61875.76,5.9,5.9,0.0,2143968.75,1654852.82,489115.93
5,將傲,36.0,35.0,0.03,402973.45,341097.69,61875.76,7.3,7.3,0.0,1732796.66,1337483.78,395312.88
11,枕頭之星,57.0,56.0,0.02,254509.55,213186.05,41323.5,13.0,13.0,0.0,973031.97,751048.59,221983.38
10,海鑽石,66.0,65.0,0.02,219803.7,183667.99,36135.71,10.0,10.0,0.0,1264941.56,976363.16,288578.4
13,運籌帷幄,94.0,92.0,0.02,154330.26,129765.42,24564.84,16.0,16.0,0.0,790588.48,610226.98,180361.5
3,領航多財,94.0,92.0,0.02,154330.26,129765.42,24564.84,19.0,19.0,0.0,665758.72,513875.35,151883.37
7,鸚姿威鵡,137.0,135.0,0.01,105890.83,88432.73,17458.1,25.0,25.0,0.0,505976.62,390545.27,115431.35
