horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
8,路路勁,2.5,2.5,0.0,8850744.54,8850744.54,0.0,1.3,1.3,0.0,14039597.42,14031896.37,7701.05
1,好評如潮,4.0,4.0,0.0,5531715.34,5531715.34,0.0,1.5,1.5,0.0,12167651.1,12160976.85,6674.25
4,會長之寶,5.0,5.0,0.0,4425372.27,4425372.27,0.0,1.5,1.5,0.0,12167651.1,12160976.85,6674.25
11,手到齊來,9.7,9.7,0.0,2281119.73,2281119.73,0.0,2.9,2.9,0.0,6293612.64,6290160.44,3452.2
12,幸運糖,12.0,12.0,0.0,1843905.11,1843905.11,0.0,2.9,2.9,0.0,6293612.64,6290160.44,3452.2
5,星運傳奇,12.0,12.0,0.0,1843905.11,1843905.11,0.0,3.1,3.1,0.0,5887573.11,5884343.64,3229.47
2,狀元及第,30.0,30.0,0.0,737562.04,737562.04,0.0,5.0,5.0,0.0,3650295.33,3648293.06,2002.27
6,藍地球,44.0,44.0,0.0,502883.21,502883.21,0.0,10.0,10.0,0.0,1825147.67,1824146.53,1001.14
7,智勝一籌,49.0,49.0,0.0,451568.6,451568.6,0.0,10.0,10.0,0.0,1825147.67,1824146.53,1001.14
3,多威心得,74.0,74.0,0.0,299011.64,299011.64,0.0,13.0,13.0,0.0,1403959.74,1403189.64,770.1
10,智勝策略,106.0,106.0,0.0,208743.97,208743.97,0.0,22.0,22.0,0.0,829612.57,829157.51,455.06
9,精巧時計,167.0,167.0,0.0,132496.18,132496.18,0.0,32.0,32.0,0.0,570358.65,570045.79,312.86
