horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,遨遊氣泡,9.3,9.3,0.0,2424020.59,2424020.59,0.0,2.8,2.8,0.0,7966567.12,7966567.12,0.0
2,紅運帝王,19.0,19.0,0.0,1186494.29,1186494.29,0.0,5.5,5.5,0.0,4055706.9,4055706.9,0.0
3,金鑽貴人,3.9,3.9,0.0,5780356.79,5780356.79,0.0,1.4,1.4,0.0,15933134.25,15933134.25,0.0
4,美麗同享,83.0,83.0,0.0,271607.13,271607.13,0.0,14.0,14.0,0.0,1593313.42,1593313.42,0.0
5,舉步生風,5.7,5.7,0.0,3954980.96,3954980.96,0.0,2.2,2.2,0.0,10139267.25,10139267.25,0.0
6,錶之銀河,10.0,10.0,0.0,2254339.15,2254339.15,0.0,2.7,2.7,0.0,8261625.17,8261625.17,0.0
7,百賀飛駒,34.0,34.0,0.0,663040.93,663040.93,0.0,9.7,9.7,0.0,2299627.62,2299627.62,0.0
8,祝願,3.1,3.1,0.0,7272061.77,7272061.77,0.0,1.4,1.4,0.0,15933134.25,15933134.25,0.0
9,球星,67.0,67.0,0.0,336468.53,336468.53,0.0,18.0,18.0,0.0,1239243.77,1239243.77,0.0
10,陽光勇士,19.0,19.0,0.0,1186494.29,1186494.29,0.0,4.2,4.2,0.0,5311044.75,5311044.75,0.0
11,禪勝輝煌,28.0,28.0,0.0,805121.12,805121.12,0.0,6.3,6.3,0.0,3540696.5,3540696.5,0.0
12,手機錶霸,50.0,50.0,0.0,450867.83,450867.83,0.0,10.0,10.0,0.0,2230638.79,2230638.79,0.0
13,風雲武士,160.0,160.0,0.0,140896.2,140896.2,0.0,35.0,35.0,0.0,637325.37,637325.37,0.0
14,桃花開,24.0,24.0,0.0,939307.98,939307.98,0.0,6.5,6.5,0.0,3431751.99,3431751.99,0.0
