horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,果然僥倖,11.0,11.0,0.0,1775224.5,1775224.5,0.0,2.6,2.6,0.0,7429720.27,7429720.27,0.0
2,飈誌,13.0,13.0,0.0,1502113.04,1502113.04,0.0,4.2,4.2,0.0,4599350.64,4599350.64,0.0
3,萬里雲,16.0,16.0,0.0,1220466.84,1220466.84,0.0,4.3,4.3,0.0,4492389.0,4492389.0,0.0
4,綫路達飛,75.0,75.0,0.0,260366.26,260366.26,0.0,18.0,18.0,0.0,1073181.82,1073181.82,0.0
5,首駿,3.4,3.4,0.0,5743373.38,5743373.38,0.0,1.4,1.4,0.0,13798051.93,13798051.93,0.0
6,魅力知福,21.0,21.0,0.0,929879.5,929879.5,0.0,6.4,6.4,0.0,3018323.86,3018323.86,0.0
7,觀萬物,26.0,26.0,0.0,751056.52,751056.52,0.0,6.5,6.5,0.0,2971888.11,2971888.11,0.0
8,皇金合,3.9,3.9,0.0,5007043.46,5007043.46,0.0,1.7,1.7,0.0,11363101.59,11363101.59,0.0
9,幸運傳承,65.0,65.0,0.0,300422.61,300422.61,0.0,15.0,15.0,0.0,1287818.18,1287818.18,0.0
10,機械騎士,29.0,29.0,0.0,673361.02,673361.02,0.0,9.3,9.3,0.0,2077126.1,2077126.1,0.0
11,東方魅影,15.0,15.0,0.0,1301831.3,1301831.3,0.0,4.2,4.2,0.0,4599350.64,4599350.64,0.0
12,發光發亮,19.0,19.0,0.0,1027761.55,1027761.55,0.0,4.1,4.1,0.0,4711529.93,4711529.93,0.0
13,工程小子,28.0,28.0,0.0,697409.62,697409.62,0.0,8.8,8.8,0.0,2195144.62,2195144.62,0.0
14,紅旺繽紛,6.6,6.6,0.0,2958707.5,2958707.5,0.0,2.4,2.4,0.0,8048863.62,8048863.62,0.0
