horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,鑽石星空,26.0,26.0,0.0,854220.52,854220.52,0.0,5.6,5.6,0.0,3440340.75,3440340.75,0.0
2,千帆駒,5.5,5.5,0.0,4038133.35,4038133.35,0.0,1.9,1.9,0.0,10139951.68,10139951.68,0.0
3,黃金大亨,41.0,41.0,0.0,541700.82,541700.82,0.0,7.0,7.0,0.0,2752272.6,2752272.6,0.0
4,一世美麗,5.2,5.2,0.0,4271102.58,4271102.58,0.0,1.8,1.8,0.0,10703282.33,10703282.33,0.0
5,同心同夢,112.0,112.0,0.0,198301.19,198301.19,0.0,20.0,20.0,0.0,963295.41,963295.41,0.0
6,超勁赤兔,2.6,2.6,0.0,8542205.16,8542205.16,0.0,1.1,1.1,0.0,17514462.0,17514462.0,0.0
7,騰龍踏雪,104.0,104.0,0.0,213555.13,213555.13,0.0,18.0,18.0,0.0,1070328.23,1070328.23,0.0
8,哈羅威,5.8,5.8,0.0,3829264.38,3829264.38,0.0,1.8,1.8,0.0,10703282.33,10703282.33,0.0
9,嘉應巨昇,43.0,43.0,0.0,516505.43,516505.43,0.0,7.6,7.6,0.0,2534987.92,2534987.92,0.0
10,包裝明將,5.4,5.4,0.0,4112913.6,4112913.6,0.0,1.7,1.7,0.0,11332887.18,11332887.18,0.0
