horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
4,安都,3.0,3.8,-0.21,459328.37,67460.68,391867.69,1.2,1.4,-0.14,718099.94,124140.11,593959.83
5,昭易搵,4.6,3.7,0.24,299561.98,69283.95,230278.03,2.5,2.2,0.14,344687.97,78998.25,265689.72
12,魅力知耀,5.6,7.0,-0.2,246068.77,36621.51,209447.26,1.8,2.9,-0.38,478733.29,59929.71,418803.58
7,活力拍檔,6.3,5.6,0.13,218727.8,45776.89,172950.91,2.0,1.2,0.67,430859.96,144830.12,286029.84
10,高高至高,13.0,11.0,0.18,105998.86,23304.6,82694.26,3.7,3.7,0.0,232897.28,46971.93,185925.35
2,盈好威楓,15.0,12.0,0.25,91865.67,21362.55,70503.12,3.8,3.5,0.09,226768.4,49656.04,177112.36
11,金滙千帥,17.0,20.0,-0.15,81057.95,12817.53,68240.42,4.0,5.1,-0.22,215429.98,34077.68,181352.3
1,英駿飛駒,19.0,18.0,0.06,72525.53,14241.7,58283.83,4.6,5.0,-0.08,187330.42,34759.23,152571.19
3,風將,43.0,39.0,0.1,32046.17,6573.09,25473.08,8.8,12.0,-0.27,97922.72,14483.01,83439.71
6,星幻,44.0,38.0,0.16,31317.84,6746.07,24571.77,8.6,8.7,-0.01,100199.99,19976.57,80223.42
9,北斗福星,49.0,50.0,-0.02,28122.15,5127.01,22995.14,8.9,11.0,-0.19,96822.46,15799.65,81022.81
8,喜豐年,66.0,49.0,0.35,20878.56,5231.64,15646.92,13.0,11.0,0.18,66286.15,15799.65,50486.5
