horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
9,扶搖勢勁,4.6,6.0,-0.23,150909.18,23010.9,127898.28,1.9,2.8,-0.32,238475.37,36760.82,201714.55
2,信心星,5.3,4.0,0.32,130977.78,34516.35,96461.43,2.6,1.7,0.53,174270.46,60547.24,113723.22
7,競駿輝煌,6.3,6.5,-0.03,110187.65,21240.83,88946.82,2.2,3.2,-0.31,205956.0,32165.72,173790.28
11,閃耀天河,6.3,6.4,-0.02,110187.65,21572.72,88614.93,2.2,2.4,-0.08,205956.0,42887.62,163068.38
5,翠紅,7.3,10.0,-0.27,95093.46,13806.54,81286.92,2.5,2.5,0.0,181241.28,41172.12,140069.16
12,巴基之勝,10.0,10.0,0.0,69418.22,13806.54,55611.68,2.8,2.9,-0.03,161822.57,35493.21,126329.36
1,顏色之皇,12.0,10.0,0.2,57848.52,13806.54,44041.98,3.4,2.0,0.7,133265.65,51465.15,81800.5
4,自強不息,17.0,14.0,0.21,40834.25,9861.81,30972.44,4.3,4.3,0.0,105372.84,23937.28,81435.56
6,魔術控制,25.0,19.0,0.32,27767.29,7266.6,20500.69,6.4,5.6,0.14,70797.38,18380.41,52416.97
10,飲杯,28.0,31.0,-0.1,24792.22,4453.72,20338.5,6.3,6.8,-0.07,71921.14,15136.81,56784.33
3,華麗再勝,35.0,36.0,-0.03,19833.78,3835.15,15998.63,7.5,8.8,-0.15,60413.76,11696.62,48717.14
8,維港智能,47.0,44.0,0.07,14769.83,3137.85,11631.98,10.0,9.3,0.08,45310.32,11067.77,34242.55
