horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
4,龍之悅,3.8,3.9,-0.03,542742.75,89078.63,453664.12,1.9,2.0,-0.05,773238.63,124939.24,648299.39
3,錶之浩瀚,5.9,9.0,-0.34,349563.13,38600.74,310962.39,1.7,3.2,-0.47,864207.88,78087.02,786120.86
1,辣得準,6.2,7.0,-0.11,332648.78,49629.52,283019.26,2.6,2.7,-0.04,565059.0,92547.58,472511.42
12,紅海風帆,7.9,7.4,0.07,261066.13,46946.85,214119.28,2.5,2.4,0.04,587661.36,104116.03,483545.33
8,杭至尊,8.3,8.9,-0.07,248484.63,39034.46,209450.17,2.7,2.9,-0.07,544130.89,86164.99,457965.9
5,輝灑自如,8.6,6.1,0.41,239816.56,56951.91,182864.65,2.7,1.8,0.5,544130.89,138821.38,405309.51
9,金獅大俠,10.0,9.6,0.04,206242.24,36188.2,170054.04,3.0,2.6,0.15,489717.8,96107.11,393610.69
6,福聚,11.0,10.0,0.1,187492.95,34740.67,152752.28,3.5,3.1,0.13,419758.11,80605.96,339152.15
2,維港激流,29.0,22.0,0.32,71118.02,15791.21,55326.81,6.8,6.5,0.05,216051.97,38442.84,177609.13
10,華麗再贏,35.0,42.0,-0.17,58926.36,8271.59,50654.77,7.1,7.6,-0.07,206923.01,32878.75,174044.26
7,威威神駒,100.0,77.0,0.3,20624.22,4511.77,16112.45,18.0,12.0,0.5,81619.63,20823.21,60796.42
11,多多開心,110.0,72.0,0.53,18749.29,4825.09,13924.2,15.0,11.0,0.36,97943.56,22716.22,75227.34
