horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
7,龍傲綾羅,2.3,2.2,0.05,1420812.49,255698.25,1165114.24,1.2,1.3,-0.08,1754282.75,244556.02,1509726.73
5,創寶駒,5.5,6.6,-0.17,594157.95,85232.75,508925.2,2.1,2.1,0.0,1002447.29,151391.82,851055.47
9,騰達勇士,6.6,6.4,0.03,495131.62,87896.27,407235.35,3.0,2.7,0.11,701713.1,117749.19,583963.91
14,全神貫注,9.4,12.0,-0.22,347645.61,46878.01,300767.6,2.1,2.6,-0.19,1002447.29,122278.01,880169.28
2,開心老闆,9.9,9.3,0.06,330087.75,60487.76,269599.99,3.0,2.8,0.07,701713.1,113543.87,588169.23
1,光年八十,13.0,15.0,-0.13,251374.52,37502.41,213872.11,3.2,3.5,-0.09,657856.03,90835.09,567020.94
3,醒目先駒,13.0,14.0,-0.07,251374.52,40181.15,211193.37,2.7,3.4,-0.21,779681.22,93506.71,686174.51
13,最好玩,33.0,24.0,0.38,99026.32,23439.01,75587.31,7.2,5.6,0.29,292380.46,56771.93,235608.53
6,大輝煌,44.0,42.0,0.05,74269.74,13393.72,60876.02,9.0,8.2,0.1,233904.37,38771.08,195133.29
11,瑰麗人生,67.0,46.0,0.46,48774.16,12229.05,36545.11,11.0,7.7,0.43,191376.3,41288.68,150087.62
8,開心旺財,92.0,71.0,0.3,35520.31,7923.04,27597.27,15.0,11.0,0.36,140342.62,28902.08,111440.54
10,金運齊來,100.0,76.0,0.32,32678.69,7401.79,25276.9,15.0,11.0,0.36,140342.62,28902.08,111440.54
4,駿馬之光,118.0,73.0,0.62,27693.8,7705.97,19987.83,19.0,11.0,0.73,110796.81,28902.08,81894.73
12,最感,146.0,116.0,0.26,22382.66,4849.45,17533.21,22.0,16.0,0.38,95688.15,19870.18,75817.97
