horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
6,志醒大將,4.4,4.3,0.02,646346.44,114393.92,531952.52,2.5,2.4,0.04,857520.84,148056.22,709464.62
2,滿洛城,4.9,4.8,0.02,580392.72,102477.89,477914.83,2.1,2.3,-0.09,1020858.14,154493.45,866364.69
1,特別美麗,7.3,7.0,0.04,389578.67,70270.55,319308.12,2.5,2.4,0.04,857520.84,148056.22,709464.62
5,金鑽精靈,7.5,7.2,0.04,379189.91,68318.59,310871.32,2.4,2.8,-0.14,893250.88,126905.33,766345.55
11,極速之子,10.0,14.0,-0.29,284392.43,35135.28,249257.15,3.2,3.4,-0.06,669938.16,104510.27,565427.89
3,鐵甲驌龍,13.0,17.0,-0.24,218763.41,28934.93,189828.48,4.2,5.0,-0.16,510429.07,71066.99,439362.08
9,威威父子,15.0,20.0,-0.25,189594.95,24594.69,165000.26,4.5,5.5,-0.18,476400.47,64606.35,411794.12
7,型到爆,15.0,15.0,0.0,189594.95,32792.92,156802.03,3.9,3.4,0.15,549692.85,104510.27,445182.58
12,領航傳祺,17.0,18.0,-0.06,167289.67,27327.44,139962.23,4.2,4.8,-0.12,510429.07,74028.11,436400.96
10,金德義,18.0,13.0,0.38,157995.8,37837.99,120157.81,4.5,3.7,0.22,476400.47,96036.47,380364.0
4,籐王駒,25.0,21.0,0.19,113756.97,23423.52,90333.45,6.8,5.2,0.31,315265.01,68333.64,246931.37
13,同寶寶,31.0,30.0,0.03,91739.49,16396.46,75343.03,6.9,6.5,0.06,310695.96,54666.91,256029.05
14,不假外求,57.0,38.0,0.5,49893.41,12944.58,36948.83,9.1,7.1,0.28,235582.65,50047.17,185535.48
8,海洋帝君,65.0,42.0,0.55,43752.68,11711.76,32040.92,13.0,9.5,0.37,164907.85,37403.68,127504.17
