horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
8,確好勁,4.0,5.6,-0.29,281656.86,41493.67,240163.19,1.6,1.9,-0.16,436467.8,73813.18,362654.62
1,安泰,5.0,4.2,0.19,225325.49,55324.89,170000.6,2.3,1.9,0.21,303629.77,73813.18,229816.59
3,川河帥駒,6.0,5.0,0.2,187771.24,46472.91,141298.33,3.1,2.8,0.11,225273.7,50087.52,175186.18
12,太子,8.6,8.7,-0.01,131003.19,26708.57,104294.62,2.8,2.7,0.04,249410.17,51942.61,197467.56
2,幸運風彩,11.0,13.0,-0.15,102420.68,17874.2,84546.48,3.1,4.3,-0.28,225273.7,32615.13,192658.57
5,亨驥,12.0,19.0,-0.37,93885.62,12229.71,81655.91,3.2,3.8,-0.16,218233.9,36906.59,181327.31
11,心雄雄,14.0,14.0,0.0,80473.39,16597.47,63875.92,4.0,3.7,0.08,174587.12,37904.07,136683.05
10,閃光燈,14.0,9.9,0.41,80473.39,23471.17,57002.22,4.3,3.7,0.16,162406.62,37904.07,124502.55
7,重情重義,16.0,14.0,0.14,70414.21,16597.47,53816.74,4.0,3.8,0.05,174587.12,36906.59,137680.53
9,正義波,20.0,21.0,-0.05,56331.37,11064.98,45266.39,4.4,4.4,0.0,158715.56,31873.87,126841.69
4,亞機拉,20.0,19.0,0.05,56331.37,12229.71,44101.66,4.2,3.5,0.2,166273.45,40070.01,126203.44
6,名揚四海,52.0,50.0,0.04,21665.91,4647.29,17018.62,9.2,10.0,-0.08,75907.44,14024.51,61882.93
