horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,櫻花酒杯,2.4,2.1,0.14,728194.84,142784.71,585410.13,1.4,1.3,0.08,833485.71,143318.37,690167.34
2,精英高球,5.2,6.9,-0.25,336089.93,43456.22,292633.71,1.7,2.0,-0.15,686400.0,93156.94,593243.06
7,笑必勝,7.5,17.0,-0.56,233022.35,17638.11,215384.24,2.0,4.7,-0.57,583440.0,39641.25,543798.75
10,應龍飛影,7.9,6.6,0.2,221223.75,45431.5,175792.25,2.5,2.2,0.14,466752.0,84688.12,382063.88
5,勤德皆備,13.0,15.0,-0.13,134435.97,19989.86,114446.11,3.6,3.0,0.2,324133.33,62104.62,262028.71
4,魯班精神,17.0,12.0,0.42,102803.98,24987.32,77816.66,4.8,3.9,0.23,243100.0,47772.79,195327.21
3,鼓浪好友,19.0,19.0,0.0,91982.51,15781.47,76201.04,4.3,4.8,-0.1,271367.44,38815.39,232552.05
9,嘉冠王,22.0,17.0,0.29,79439.44,17638.11,61801.33,5.2,3.6,0.44,224400.0,51753.85,172646.15
6,豪邁先登,27.0,23.0,0.17,64728.43,13036.87,51691.56,6.1,4.7,0.3,191291.8,39641.25,151650.55
11,龍之邦,34.0,33.0,0.03,51401.99,9086.3,42315.69,7.6,7.0,0.09,153536.84,26616.27,126920.57
8,無比小子,39.0,61.0,-0.36,44811.99,4915.54,39896.45,6.7,9.4,-0.29,174161.19,19820.62,154340.57
12,海王,32.0,20.0,0.6,54614.61,14992.4,39622.21,6.8,4.9,0.39,171600.0,38023.24,133576.76
