馬匹編號,馬名,完成時間
4,瑞祺威楓,100.05
3,活力精神,100.09
12,駟跑得,100.14
8,創科群英,100.2
2,大千氣象,100.38
6,北海盜,100.46
10,大浪園田,100.73
1,香港神駒,100.92
5,極速滿貫,100.95
7,至高心得,100.98
9,嘉應駿昇,101.6
