馬匹編號,馬名,完成時間
1,鼓浪高升,57.26
11,銀亮濠俠,57.37
8,東方魅影,57.38
4,辣得金,57.38
12,謙謙君子,57.41
10,威德勇士,58.22
3,千杯,58.62
