horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
13,風起雲湧,4.7,5.8,-0.19,3741304.96,2119640.35,1621664.61,1.8,2.0,-0.1,10779153.92,7159515.82,3619638.1
8,森林之王,8.5,14.0,-0.39,2068721.57,878136.72,1190584.85,3.0,4.4,-0.32,6467492.35,3254325.37,3213166.98
11,精明選擇,8.5,12.0,-0.29,2068721.57,1024492.84,1044228.73,3.1,3.0,0.03,6258863.56,4773010.55,1485853.01
7,有派頭,8.5,8.7,-0.02,2068721.57,1413093.57,655628.0,2.4,3.1,-0.23,8084365.44,4619042.47,3465322.97
5,開心宇宙,7.0,6.1,0.15,2512019.05,2015395.75,496623.3,2.2,1.9,0.16,8819307.75,7536332.45,1282975.3
2,加州星馳,4.1,3.2,0.28,4288813.01,3841848.14,446964.87,1.7,1.6,0.06,11413221.79,8949394.78,2463827.01
14,十力,15.0,14.0,0.07,1172275.55,878136.72,294138.83,4.6,3.8,0.21,4217929.79,3768166.22,449763.57
4,艾莉奧,24.0,25.0,-0.04,732672.22,491756.56,240915.66,6.5,7.7,-0.16,2984996.47,1859614.5,1125381.97
6,蜜蜜送,21.0,17.0,0.24,837339.68,723171.41,114168.27,5.2,4.6,0.13,3731245.59,3112832.97,618412.62
3,本領輝煌,22.0,17.0,0.29,799278.79,723171.41,76107.38,5.8,5.1,0.14,3345254.66,2807653.26,537601.4
9,北海盜,59.0,48.0,0.23,298036.16,256123.21,41912.95,14.0,13.0,0.08,1385891.22,1101463.97,284427.25
10,榮耀盛甲,52.0,41.0,0.27,338156.41,299851.56,38304.85,14.0,12.0,0.17,1385891.22,1193252.64,192638.58
12,精算特殊,70.0,57.0,0.23,251201.9,215682.7,35519.2,15.0,14.0,0.07,1293498.47,1022787.97,270710.5
1,澳嘉輝,55.0,42.0,0.31,319711.51,292712.24,26999.27,15.0,12.0,0.25,1293498.47,1193252.64,100245.83
