horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
12,包裝戰仕,5.6,9.0,-0.38,4469573.92,1916779.33,2552794.59,2.3,3.0,-0.23,9187046.84,5632954.8,3554092.04
6,優才,9.0,16.0,-0.44,2781068.22,1078188.38,1702879.84,3.7,4.7,-0.21,5710866.95,3595503.06,2115363.89
8,安泰,8.5,9.9,-0.14,2944660.46,1742526.67,1202133.79,2.6,2.7,-0.04,8127002.97,6258838.67,1868164.3
7,浪漫戰神,8.4,8.4,0.0,2979715.95,2053692.14,926023.81,2.6,2.6,0.0,8127002.97,6499563.23,1627439.74
4,將睿,12.0,14.0,-0.14,2085801.16,1232215.29,853585.87,4.0,4.2,-0.05,5282551.93,4023539.14,1259012.79
5,電訊巴打,16.0,22.0,-0.27,1564350.87,784137.0,780213.87,5.1,5.7,-0.11,4143177.99,2964713.05,1178464.94
3,皇龍飛將,7.3,6.4,0.14,3428714.24,2695470.94,733243.3,2.0,1.8,0.11,10565103.86,9388258.0,1176845.86
2,精英雄心,4.5,3.4,0.32,5562136.43,5073827.65,488308.78,1.7,1.7,0.0,12429533.96,9940508.47,2489025.49
9,哪吒,13.0,10.0,0.3,1925354.92,1725101.4,200253.52,4.5,4.0,0.12,4695601.72,4224716.1,470885.62
1,遨遊武士,45.0,35.0,0.29,556213.64,492886.11,63327.53,13.0,10.0,0.3,1625400.59,1689886.44,-64485.85
10,友贏威馳,20.0,14.0,0.43,1251480.7,1232215.29,19265.41,5.4,4.5,0.2,3913001.43,3755303.2,157698.23
11,超勝無敵,50.0,35.0,0.43,500592.28,492886.11,7706.17,11.0,9.3,0.18,1920927.97,1817082.19,103845.78
14,紅海勁,53.0,37.0,0.43,472256.87,466243.62,6013.25,12.0,9.3,0.29,1760850.64,1817082.19,-56231.55
13,孤風潛影,220.0,147.0,0.5,113770.97,117353.84,-3582.87,46.0,33.0,0.39,459352.34,512086.8,-52734.46
