horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
3,顯勝高昇,3.5,3.5,0.0,6729738.79,6724454.79,5284.0,1.6,1.6,0.0,13435710.75,13436767.27,-1056.52
9,起舞奜奜,4.8,4.8,0.0,4907101.2,4903248.28,3852.92,1.6,1.6,0.0,13435710.75,13436767.27,-1056.52
1,飛輪霸,5.9,5.9,0.0,3992217.93,3989083.35,3134.58,2.0,2.0,0.0,10748568.6,10749413.81,-845.21
4,快靚旺,6.8,6.8,0.0,3463836.14,3461116.43,2719.71,2.5,2.5,0.0,8598854.88,8599531.05,-676.17
8,祥勝力駒,7.8,7.8,0.0,3019754.59,3017383.56,2371.03,2.2,2.2,0.0,9771426.0,9772194.37,-768.37
5,中環精英,13.0,13.0,0.0,1811852.75,1810430.13,1422.62,4.2,4.1,0.02,5118366.0,5243616.49,-125250.49
7,贏得自然,18.0,18.0,0.0,1308560.32,1307532.88,1027.44,5.5,5.5,0.0,3908570.4,3908877.75,-307.35
6,鋁主角,20.0,20.0,0.0,1177704.29,1176779.59,924.7,5.3,5.3,0.0,4056063.62,4056382.57,-318.95
12,怡昌精神,22.0,22.0,0.0,1070640.26,1069799.62,840.64,6.1,6.1,0.0,3524120.85,3524397.97,-277.12
2,快搏,30.0,30.0,0.0,785136.19,784519.72,616.47,6.5,6.5,0.0,3307251.88,3307511.94,-260.06
10,戰寶,53.0,53.0,0.0,444416.71,444067.77,348.94,11.0,11.0,0.0,1954285.2,1954438.88,-153.68
11,快活同盟,163.0,163.0,0.0,144503.59,144390.13,113.46,28.0,28.0,0.0,767754.9,767815.27,-60.37
