horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
5,錶之極光,6.1,6.3,-0.03,4831734.36,4685672.36,146062.0,1.6,1.6,0.0,14717631.33,14841981.52,-124350.19
11,電子好好,35.0,36.0,-0.03,842102.27,819992.66,22109.61,5.8,6.0,-0.03,4060036.23,3957861.74,102174.49
2,喜至寶,36.0,37.0,-0.03,818710.54,797830.7,20879.84,8.1,8.4,-0.04,2907186.44,2827044.1,80142.34
3,八駿巨昇,38.0,39.0,-0.03,775620.52,756916.3,18704.22,9.4,9.8,-0.04,2505128.74,2423180.66,81948.08
10,競駿非凡,37.0,37.0,0.0,796583.23,797830.7,-1247.47,7.7,8.0,-0.04,3058209.11,2968396.3,89812.81
6,勁先生,17.0,17.0,0.0,1733739.97,1736455.05,-2715.08,3.9,3.9,0.0,6038002.6,6089018.06,-51015.46
1,友愛心得,15.0,15.0,0.0,1964905.3,1967982.39,-3077.09,2.9,3.0,-0.03,8120072.46,7915723.47,204348.99
8,德心知遇,13.0,13.0,0.0,2267198.43,2270748.91,-3550.48,3.3,3.4,-0.03,7135821.25,6984461.89,151359.36
7,熾烈神駒,3.3,3.3,0.0,8931387.75,8945374.5,-13986.75,1.3,1.4,-0.07,18114007.79,16962264.59,1151743.2
4,樂勝天下,2.3,2.3,0.0,12814599.82,12834667.76,-20067.94,1.2,1.2,0.0,19623508.44,19789308.69,-165800.25
