horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,八駿福昇,10.0,10.0,0.0,2454420.95,2454420.95,0.0,3.1,3.1,0.0,7132906.89,7132906.89,0.0
2,大番薯,10.0,10.0,0.0,2454420.95,2454420.95,0.0,3.2,3.2,0.0,6910003.55,6910003.55,0.0
3,狼來了,5.2,5.2,0.0,4720040.29,4720040.29,0.0,2.0,2.0,0.0,11056005.67,11056005.67,0.0
4,天天耍樂,8.5,8.5,0.0,2887554.06,2887554.06,0.0,2.7,2.7,0.0,8189633.83,8189633.83,0.0
5,光年程祥,19.0,19.0,0.0,1291800.5,1291800.5,0.0,5.2,5.2,0.0,4252309.87,4252309.87,0.0
6,金玉良言,3.0,3.0,0.0,8181403.17,8181403.17,0.0,1.5,1.5,0.0,14741340.9,14741340.9,0.0
7,飛躍星伴,158.0,158.0,0.0,155343.1,155343.1,0.0,34.0,34.0,0.0,650353.27,650353.27,0.0
8,疾風財子,15.0,15.0,0.0,1636280.63,1636280.63,0.0,4.5,4.5,0.0,4913780.3,4913780.3,0.0
9,良駒好友,33.0,33.0,0.0,743763.92,743763.92,0.0,7.2,7.2,0.0,3071112.69,3071112.69,0.0
10,賢知友您,10.0,10.0,0.0,2454420.95,2454420.95,0.0,3.4,3.4,0.0,6503532.75,6503532.75,0.0
11,勇者無敵,8.3,8.3,0.0,2957133.68,2957133.68,0.0,1.9,1.9,0.0,11637900.71,11637900.71,0.0
12,摯友心得,54.0,54.0,0.0,454522.4,454522.4,0.0,11.0,11.0,0.0,2010182.85,2010182.85,0.0
