horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,偵探傳奇,2.4,2.4,0.0,11516955.66,11508329.59,8626.07,1.1,1.1,0.0,19917657.75,19895211.0,22446.75
2,伶俐驫駒,2.7,2.7,0.0,10237293.92,10229626.31,7667.61,1.2,1.2,0.0,18257852.94,18237276.75,20576.19
12,後無來者,8.5,8.5,0.0,3251846.3,3249410.71,2435.59,2.0,2.0,0.0,10954711.76,10942366.05,12345.71
3,常嚐發財,9.0,9.0,0.0,3071188.17,3068887.89,2300.28,2.4,2.4,0.0,9128926.47,9118638.38,10288.09
11,猛將兄,14.0,14.0,0.0,1974335.26,1972856.5,1478.76,2.7,2.7,0.0,8114601.31,8105456.33,9144.98
6,瑤瑤日上,18.0,18.0,0.0,1535594.09,1534443.95,1150.14,3.7,3.7,0.0,5921465.82,5914792.46,6673.36
9,運來伍寶,41.0,41.0,0.0,674163.26,673658.32,504.94,7.2,7.2,0.0,3042975.49,3039546.12,3429.37
4,勝多多,54.0,54.0,0.0,511864.7,511481.32,383.38,9.7,9.7,0.0,2258703.46,2256157.95,2545.51
5,越駿齊歡,95.0,95.0,0.0,290954.67,290736.75,217.92,15.0,15.0,0.0,1460628.23,1458982.14,1646.09
8,星威心得,172.0,172.0,0.0,160701.71,160581.34,120.37,29.0,29.0,0.0,755497.36,754645.93,851.43
7,智勝勳章,176.0,176.0,0.0,157049.4,156931.77,117.63,30.0,30.0,0.0,730314.12,729491.07,823.05
10,旭能精英,218.0,218.0,0.0,126792.17,126697.21,94.96,31.0,31.0,0.0,706755.6,705959.1,796.5
