horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,奮鬥心,14.0,14.0,0.0,1348664.8,1348664.8,0.0,3.3,3.3,0.0,5486928.5,5486928.5,0.0
2,顏色的顏,112.0,112.0,0.0,168583.1,168583.1,0.0,20.0,20.0,0.0,905343.2,905343.2,0.0
3,開心五月,10.0,10.0,0.0,1888130.72,1888130.72,0.0,3.2,3.2,0.0,5658395.02,5658395.02,0.0
4,天威,2.2,2.2,0.0,8582412.37,8582412.37,0.0,1.2,1.2,0.0,15089053.38,15089053.38,0.0
5,吉星騎士,161.0,161.0,0.0,117275.2,117275.2,0.0,30.0,30.0,0.0,603562.13,603562.13,0.0
6,花開,23.0,23.0,0.0,820926.4,820926.4,0.0,5.3,5.3,0.0,3416389.44,3416389.44,0.0
7,火神神樂,51.0,51.0,0.0,370221.71,370221.71,0.0,13.0,13.0,0.0,1392835.7,1392835.7,0.0
8,日日獎,41.0,41.0,0.0,460519.69,460519.69,0.0,8.8,8.8,0.0,2057598.19,2057598.19,0.0
9,川河型駒,42.0,42.0,0.0,449554.93,449554.93,0.0,10.0,10.0,0.0,1810686.41,1810686.41,0.0
10,林寶精神,8.8,8.8,0.0,2145603.09,2145603.09,0.0,3.0,3.0,0.0,6035621.35,6035621.35,0.0
11,翠湖烈風,49.0,49.0,0.0,385332.8,385332.8,0.0,11.0,11.0,0.0,1646078.55,1646078.55,0.0
12,風繼續吹,11.0,11.0,0.0,1716482.47,1716482.47,0.0,3.0,3.0,0.0,6035621.35,6035621.35,0.0
13,午夜快車,10.0,10.0,0.0,1888130.72,1888130.72,0.0,3.1,3.1,0.0,5840923.89,5840923.89,0.0
14,領創動力,6.2,6.2,0.0,3045372.13,3045372.13,0.0,1.8,1.8,0.0,10059368.92,10059368.92,0.0
