horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
2,幸運奇兵,2.0,2.1,-0.05,1028498.21,211373.64,817124.57,1.0,1.3,-0.23,1657874.62,239138.94,1418735.68
1,威武年代,4.7,5.0,-0.06,437658.81,88776.93,348881.88,1.7,1.4,0.21,975220.37,222057.59,753162.78
8,加州勇勝,5.8,6.6,-0.12,354654.56,67255.25,287399.31,2.1,2.3,-0.09,789464.11,135165.49,654298.62
3,機械之星,12.0,16.0,-0.25,171416.37,27742.79,143673.58,3.6,3.1,0.16,460520.73,100284.07,360236.66
14,文明福星,17.0,14.0,0.21,120999.79,31706.05,89293.74,4.7,3.0,0.57,352739.28,103626.87,249112.41
10,暴風一族,23.0,13.0,0.77,89434.63,34144.97,55289.66,7.0,3.2,1.19,236839.23,97150.2,139689.03
12,韋少寶,34.0,29.0,0.17,60499.89,15306.37,45193.52,8.3,7.1,0.17,199743.93,43786.0,155957.93
11,我最好,40.0,35.0,0.14,51424.91,12682.42,38742.49,10.0,9.4,0.06,165787.46,33072.41,132715.05
4,風捲殘雲,43.0,42.0,0.02,47837.13,10568.68,37268.45,12.0,9.6,0.25,138156.22,32383.4,105772.82
6,勁砲王,48.0,44.0,0.09,42854.09,10088.29,32765.8,11.0,8.1,0.36,150715.88,38380.32,112335.56
9,明亮天下,55.0,45.0,0.22,37399.93,9864.1,27535.83,12.0,8.5,0.41,138156.22,36574.19,101582.03
5,逍遙騎士,70.0,62.0,0.13,29385.66,7159.43,22226.23,15.0,13.0,0.15,110524.97,23913.89,86611.08
13,不勞而獲,85.0,56.0,0.52,24199.96,7926.51,16273.45,18.0,12.0,0.5,92104.15,25906.72,66197.43
7,共創歡欣,107.0,89.0,0.2,19224.27,4987.47,14236.8,20.0,16.0,0.25,82893.73,19430.04,63463.69
