horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,堅先生,3.9,3.9,0.0,421929.75,89662.06,332267.69,1.9,1.3,0.46,584360.96,193221.98,391138.98
7,巴閉精,4.5,5.6,-0.2,365672.45,62443.22,303229.23,2.2,3.2,-0.31,504675.37,78496.43,426178.94
12,金快飛飛,7.5,7.8,-0.04,219403.47,44831.03,174572.44,2.1,2.3,-0.09,528707.54,109212.42,419495.12
8,龍之尊,7.5,7.7,-0.03,219403.47,45413.25,173990.22,2.7,2.8,-0.04,411216.97,89710.21,321506.76
3,千杯不醉,10.0,10.0,0.0,164552.6,34968.2,129584.4,2.7,3.1,-0.13,411216.97,81028.57,330188.4
14,同喜,9.8,8.6,0.14,167910.82,40660.7,127250.12,2.8,2.5,0.12,396530.65,100475.43,296055.22
6,利高八斗,11.0,10.0,0.1,149593.27,34968.2,114625.07,3.7,5.4,-0.31,300077.25,46516.4,253560.85
4,金創福威,19.0,22.0,-0.14,86606.63,15894.64,70711.99,5.2,6.2,-0.16,213516.5,40514.29,173002.21
10,小魔怪,25.0,22.0,0.14,65821.04,15894.64,49926.4,6.7,5.3,0.26,165714.3,47394.07,118320.23
9,賀龍飛翔,29.0,30.0,-0.03,56742.28,11656.07,45086.21,6.7,6.8,-0.01,165714.3,36939.5,128774.8
11,新力驕,41.0,44.0,-0.07,40134.78,7947.32,32187.46,8.8,9.7,-0.09,126168.84,25895.73,100273.11
13,紅衣財神,70.0,53.0,0.32,23507.51,6597.77,16909.74,12.0,10.0,0.2,92523.82,25118.86,67404.96
5,健康小馬,70.0,43.0,0.63,23507.51,8132.14,15375.37,14.0,10.0,0.4,79306.13,25118.86,54187.27
2,廚神,79.0,42.0,0.88,20829.44,8325.76,12503.68,15.0,11.0,0.36,74019.05,22835.33,51183.72
