horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
8,祝願,4.2,4.7,-0.11,221355.16,48254.07,173101.09,1.9,2.4,-0.21,363489.79,78391.16,285098.63
1,遨遊氣泡,5.6,5.4,0.04,166016.37,41998.92,124017.45,2.3,2.4,-0.04,300274.17,78391.16,221883.01
3,金鑽貴人,5.0,3.6,0.39,185938.34,62998.38,122939.96,1.8,1.0,0.8,383683.67,188138.77,195544.9
5,舉步生風,8.7,10.0,-0.13,106861.11,22679.42,84181.69,2.5,3.6,-0.31,276252.24,52260.77,223991.47
2,紅運帝王,10.0,11.0,-0.09,92969.17,20617.65,72351.52,3.7,4.5,-0.18,186656.92,41808.62,144848.3
14,桃花開,11.0,16.0,-0.31,84517.43,14174.63,70342.8,3.6,5.4,-0.33,191841.83,34840.51,157001.32
6,錶之銀河,15.0,14.0,0.07,61979.44,16199.58,45779.86,4.1,4.3,-0.05,168446.49,43753.2,124693.29
11,禪勝輝煌,21.0,26.0,-0.19,44271.03,8722.85,35548.18,5.0,6.7,-0.25,138126.12,28080.41,110045.71
7,百賀飛駒,25.0,33.0,-0.24,37187.67,6872.55,30315.12,5.8,10.0,-0.42,119074.24,18813.88,100260.36
10,陽光勇士,23.0,22.0,0.05,40421.38,10308.82,30112.56,5.6,5.8,-0.03,123326.89,32437.72,90889.17
9,球星,24.0,21.0,0.14,38737.15,10799.72,27937.43,6.7,6.3,0.06,103079.19,29863.3,73215.89
4,美麗同享,33.0,30.0,0.1,28172.47,7559.8,20612.67,8.0,7.2,0.11,86328.82,26130.39,60198.43
12,手機錶霸,44.0,43.0,0.02,21129.36,5274.28,15855.08,10.0,14.0,-0.29,69063.06,13438.48,55624.58
13,風雲武士,58.0,82.0,-0.29,16029.17,2765.78,13263.39,17.0,16.0,0.06,40625.33,11758.67,28866.66
