horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
4,時時歡聲,3.2,3.9,-0.18,182585.91,36952.81,145633.1,1.5,1.4,0.07,228589.35,59002.23,169587.12
8,韋金主,3.4,2.8,0.21,171845.56,51469.98,120375.58,1.3,1.4,-0.07,263756.94,59002.23,204754.71
10,天星,5.0,6.2,-0.19,116854.98,23244.51,93610.47,1.6,2.0,-0.2,214302.52,41301.56,173000.96
5,飛鷹翱翔,10.0,9.1,0.1,58427.49,15836.92,42590.57,2.6,2.6,0.0,131878.47,31770.43,100108.04
3,玩笑,17.0,17.0,0.0,34369.11,8477.41,25891.7,4.7,4.6,0.02,72954.05,17957.2,54996.85
6,綠族無限,16.0,13.0,0.23,36517.18,11085.84,25431.34,3.9,3.1,0.26,87918.98,26646.17,61272.81
1,健康愉快,17.0,15.0,0.13,34369.11,9607.73,24761.38,4.2,4.2,0.0,81639.05,19667.41,61971.64
9,遙遙領先,20.0,19.0,0.05,29213.75,7585.05,21628.7,4.7,4.9,-0.04,72954.05,16857.78,56096.27
7,平凡騎士,21.0,22.0,-0.05,27822.61,6550.72,21271.89,5.1,5.3,-0.04,67232.16,15585.5,51646.66
2,新意馬,27.0,26.0,0.04,21639.81,5542.92,16096.89,6.1,4.8,0.27,56210.5,17208.98,39001.52
