horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
8,皇金合,4.2,4.0,0.05,721730.04,145389.54,576340.5,1.7,1.6,0.06,1613967.88,308291.16,1305676.72
5,首駿,5.4,6.2,-0.13,561345.58,93799.71,467545.87,2.2,2.3,-0.04,1247157.0,214463.41,1032693.59
1,果然僥倖,5.6,6.4,-0.13,541297.53,90868.46,450429.07,2.1,2.6,-0.19,1306545.43,189717.63,1116827.8
2,飈誌,10.0,12.0,-0.17,303126.61,48463.18,254663.43,3.5,3.4,0.03,783927.26,145078.19,638849.07
12,發光發亮,11.0,10.0,0.1,275569.65,58155.82,217413.83,2.3,3.4,-0.32,1192932.78,145078.19,1047854.59
3,萬里雲,12.0,13.0,-0.08,252605.51,44735.24,207870.27,3.7,3.1,0.19,741552.81,159118.02,582434.79
6,魅力知福,12.0,11.0,0.09,252605.51,52868.92,199736.59,4.6,4.1,0.12,596466.39,120308.74,476157.65
11,東方魅影,13.0,11.0,0.18,233174.32,52868.92,180305.4,5.3,4.7,0.13,517687.81,104950.18,412737.63
14,紅旺繽紛,23.0,26.0,-0.12,131794.18,22367.62,109426.56,5.5,6.0,-0.08,498862.8,82210.97,416651.83
10,機械騎士,27.0,22.0,0.23,112269.12,26434.46,85834.66,7.9,6.4,0.23,347309.54,77072.79,270236.75
9,幸運傳承,31.0,30.0,0.03,97782.78,19385.27,78397.51,8.9,7.9,0.13,308286.0,62438.72,245847.28
13,工程小子,29.0,21.0,0.38,104526.42,27693.25,76833.17,7.4,5.7,0.3,370776.41,86537.87,284238.54
7,觀萬物,33.0,29.0,0.14,91856.55,20053.73,71802.82,7.8,8.9,-0.12,351762.23,55423.13,296339.1
4,綫路達飛,40.0,35.0,0.14,75781.65,16615.95,59165.7,10.0,9.0,0.11,274374.54,54807.32,219567.22
