horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,好評如潮,3.9,4.5,-0.13,304132.65,57379.85,246752.8,1.9,1.9,0.0,415043.17,97855.42,317187.75
4,會長之寶,4.5,4.1,0.1,263581.63,62977.88,200603.75,1.7,1.5,0.13,463871.78,123950.2,339921.58
8,路路勁,4.8,4.9,-0.02,247107.78,52695.78,194412.0,1.6,1.6,0.0,492863.77,116203.31,376660.46
12,幸運糖,6.1,8.3,-0.27,194445.47,31109.56,163335.91,1.9,2.7,-0.3,415043.17,68861.22,346181.95
5,星運傳奇,11.0,11.0,0.0,107828.85,23473.58,84355.27,3.3,4.1,-0.2,238964.25,45347.63,193616.62
11,手到齊來,12.0,11.0,0.09,98843.11,23473.58,75369.53,3.6,3.5,0.03,219050.56,53121.51,165929.05
2,狀元及第,17.0,14.0,0.21,69771.61,18443.52,51328.09,4.8,5.1,-0.06,164287.92,36455.94,127831.98
6,藍地球,20.0,18.0,0.11,59305.87,14344.96,44960.91,4.9,4.3,0.14,160935.11,43238.44,117696.67
7,智勝一籌,27.0,14.0,0.93,43930.27,18443.52,25486.75,7.0,4.5,0.56,112654.57,41316.73,71337.84
3,多威心得,42.0,45.0,-0.07,28240.89,5737.98,22502.91,9.1,10.0,-0.09,86657.37,18592.53,68064.84
10,智勝策略,45.0,37.0,0.22,26358.16,6978.63,19379.53,12.0,9.8,0.22,65715.17,18971.97,46743.2
9,精巧時計,82.0,60.0,0.37,14464.85,4303.49,10161.36,13.0,9.6,0.35,60660.16,19367.22,41292.94
