horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
2,千帆駒,3.9,4.0,-0.03,253692.15,53763.19,199928.96,1.6,2.0,-0.2,363241.31,63297.3,299944.01
10,包裝明將,4.4,4.2,0.05,224863.5,51203.04,173660.46,1.6,1.7,-0.06,363241.31,74467.41,288773.9
6,超勁赤兔,4.6,5.1,-0.1,215086.83,42167.21,172919.62,1.8,1.7,0.06,322881.17,74467.41,248413.76
8,哈羅威,6.3,6.5,-0.03,157047.52,33085.04,123962.48,1.8,1.9,-0.05,322881.17,66628.74,256252.43
4,一世美麗,6.3,6.4,-0.02,157047.52,33601.99,123445.53,2.2,2.0,0.1,264175.5,63297.3,200878.2
1,鑽石星空,13.0,11.0,0.18,76107.65,19550.25,56557.4,3.7,3.3,0.12,157077.32,38362.0,118715.32
3,黃金大亨,24.0,21.0,0.14,41224.97,10240.61,30984.36,6.3,4.6,0.37,92251.76,27520.57,64731.19
9,嘉應巨昇,31.0,30.0,0.03,31916.11,7168.42,24747.69,5.8,5.4,0.07,100204.5,23443.44,76761.06
5,同心同夢,37.0,28.0,0.32,26740.52,7680.46,19060.06,8.4,7.8,0.08,69188.82,16230.08,52958.74
7,騰龍踏雪,44.0,43.0,0.02,22486.35,5001.23,17485.12,6.7,7.3,-0.08,86744.19,17341.73,69402.46
