horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,閃電小子,1.7,1.9,-0.11,3200039.12,485387.45,2714651.67,1.5,1.5,0.0,2687328.05,389935.15,2297392.9
4,三代至醒,8.3,7.9,0.05,655429.7,116738.75,538690.95,2.5,2.6,-0.04,1612396.83,224962.59,1387434.24
9,極速神影,8.5,8.4,0.01,640007.82,109790.02,530217.8,2.3,2.3,0.0,1752605.25,254305.53,1498299.72
14,快樂高球,14.0,12.0,0.17,388576.18,76853.01,311723.17,2.8,2.5,0.12,1439640.03,233961.09,1205678.94
6,文明戰士,16.0,21.0,-0.24,340004.16,43916.01,296088.15,3.6,4.2,-0.14,1119720.02,139262.55,980457.47
5,將傲,24.0,25.0,-0.04,226669.44,36889.45,189779.99,5.4,4.8,0.13,746480.01,121854.73,624625.28
12,飛來霸,25.0,22.0,0.14,217602.66,41919.82,175682.84,2.3,4.4,-0.48,1752605.25,132932.44,1619672.81
2,超強六十,25.0,19.0,0.32,217602.66,48538.74,169063.92,5.2,4.0,0.3,775190.78,146225.68,628965.1
8,天寶威威,27.0,24.0,0.12,201483.94,38426.51,163057.43,5.7,5.6,0.02,707191.59,104446.92,602744.67
11,枕頭之星,38.0,26.0,0.46,143159.64,35470.62,107689.02,7.7,5.3,0.45,523505.46,110359.0,413146.46
10,海鑽石,44.0,31.0,0.42,123637.88,29749.55,93888.33,8.6,6.3,0.37,468720.01,92841.7,375878.31
13,運籌帷幄,54.0,45.0,0.2,100741.97,20494.14,80247.83,9.2,7.3,0.26,438151.31,80123.66,358027.65
3,領航多財,53.0,39.0,0.36,102642.76,23647.08,78995.68,11.0,8.1,0.36,366453.83,72210.21,294243.62
7,鸚姿威鵡,75.0,57.0,0.32,72534.22,16179.58,56354.64,14.0,11.0,0.27,287928.01,53172.97,234755.04
