馬場,跑道,場地狀況,途程,場次,日期,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
HV,grass,好/快,1650,109,16/10/2024,6,太陽勇士,6,7,3,74.54,74.62,2.67,24.47,-3.48,99.09,-0.81,2 2 2 6,銀進,本領非凡,爭金奪冠,希威森,紀仁安,3,120,121
HV,grass,好/快,1650,159,05/11/2025,2,銀亮奔騰,8,8,5,75.0,75.6,3.65,23.5,-4.45,99.1,-0.8,5 6 6 2,開心三寶,銀亮奔騰,有財有勢,艾道拿,田泰安,3,128,115
HV,grass,好/快,1650,178,12/11/2025,1,大浪圖田,3,4,7,74.48,75.2,3.9,23.36,-4.64,98.56,-0.74,6 6 6 1,大浪圖田,仁心星,太陽勇士,巴度,巴度,2,121,126
HV,grass,好,1650,292,23/12/2025,1,鈦易搵,4,6,7,75.53,75.73,4.43,23.26,-4.74,98.99,-0.31,3 3 5 1,喜蓮勇感,鈦易搵,大浪圖田,黃智弘,黃智弘 (-5),2,119,123
HV,grass,好,1650,292,23/12/2025,3,大浪圖田,3,4,2,75.53,76.01,4.71,23.0,-5.0,99.01,-0.29,7 9 8 3,喜蓮勇感,鈦易搵,大浪圖田,班德禮,巴度,2,125,126
HV,grass,好,1650,36,20/09/2023,1,喜蓮勇感,2,2,11,75.23,75.43,4.13,23.74,-4.26,99.17,-0.13,2 2 2 1,喜蓮勇感,寶賢得得,同舟共濟,田泰安,布文,2,117,134
HV,grass,好,1650,145,30/10/2024,2,太陽勇士,6,7,1,75.75,76.07,4.12,23.71,-4.24,99.78,-0.12,4 3 3 2,大千眼界,太陽勇士,勁好運,潘明輝,紀仁安,3,117,121
HV,grass,好,1650,571,10/04/2024,1,智取神駒,1,3,5,75.62,75.94,4.64,23.37,-4.63,99.31,0.01,3 4 4 1,智取神駒,亞機拉,一先生,潘頓,麥文堅,2,123,135
HV,grass,好,1650,251,10/12/2025,1,銀亮奔騰,8,8,6,75.99,76.99,5.04,23.04,-4.91,100.03,0.13,9 10 8 1,銀亮奔騰,非凡豪傑,勁沙塵,布文,田泰安,3,131,115
HV,grass,好/黏,1650,199,20/11/2024,7,太陽勇士,6,7,9,75.61,75.61,3.66,24.61,-3.34,100.22,0.32,2 2 1 7,開心勇駒,勁好運,浪漫老撾,潘明輝,紀仁安,3,119,121
HV,grass,好,1650,446,19/02/2025,7,新意馬,5,5,7,75.63,75.63,3.68,24.61,-3.34,100.24,0.34,1 1 1 7,博望坡,勁好運,太陽勇士,希威森,希威森,3,121,122
HV,grass,好,1650,312,04/01/2024,2,智取神駒,1,3,2,76.5,76.62,4.67,23.79,-4.16,100.41,0.51,2 2 2 2,威武覺醒,智取神駒,論文,鍾易禮,麥文堅,3,130,135
HV,grass,好,1650,249,13/12/2023,5,智取神駒,1,3,4,76.05,76.29,4.34,24.26,-3.69,100.55,0.65,3 3 4 5,飛輪步,威武覺醒,馬爾代夫,麥道朗,麥文堅,3,135,135
HV,grass,好,1650,349,14/01/2026,2,銀亮奔騰,8,8,12,77.51,78.55,6.6,22.22,-5.73,100.77,0.87,11 11 12 2,勁沙塵,銀亮奔騰,富國兄弟,布文,田泰安,3,132,115
HV,grass,好,1650,173,15/11/2023,4,喜蓮勇感,2,2,7,76.67,77.47,6.17,22.96,-5.04,100.43,1.13,8 7 8 4,電訊巴打,百勝名駒,喜旺駒,周俊樂,布文,2,123,134
HV,grass,好,1650,746,12/06/2024,4,喜蓮勇感,2,2,4,76.98,77.22,5.92,23.55,-4.45,100.77,1.47,6 2 2 4,亞機拉,黃腳鱲,智取神駒,何澤堯,布文,2,129,134
