馬匹編號,馬名,完成時間
4,客家之光,108.99
12,步風雷,109.14
6,獎星,109.3
5,蜜蜜送,109.76
10,竣誠駒,109.8
1,競駿良駒,109.88
2,寶賢得得,110.35
11,歡樂老撾,110.7
