horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
9,爆熱,2.9,3.9,-0.26,1305638.46,259818.94,1045819.52,1.5,1.8,-0.17,1859887.15,412907.46,1446979.69
11,謙謙君子,5.3,4.8,0.1,714405.95,211102.89,503303.06,1.6,1.6,0.0,1743644.2,464520.89,1279123.31
3,超風速,5.7,4.7,0.21,664272.2,215594.44,448677.76,1.8,1.5,0.2,1549905.96,495488.95,1054417.01
1,飛雲,7.9,8.3,-0.05,479285.0,122083.6,357201.4,2.9,3.5,-0.17,962010.59,212352.41,749658.18
7,魅力星,13.0,15.0,-0.13,291257.81,67552.92,223704.89,3.5,3.4,0.03,797094.49,218598.07,578496.42
4,多彩多姿,12.0,10.0,0.2,315529.29,101329.39,214199.9,3.7,3.4,0.09,754008.3,218598.07,535410.23
2,花香月明,16.0,14.0,0.14,236646.97,72378.13,164268.84,4.9,4.7,0.04,569353.21,158134.77,411218.44
8,城中勇士,21.0,21.0,0.0,180302.45,48252.09,132050.36,4.6,4.9,-0.06,606484.94,151680.29,454804.65
5,巴閉佬,22.0,18.0,0.22,172106.89,56294.1,115812.79,5.5,5.5,0.0,507241.95,135133.35,372108.6
12,快馬加鞭,26.0,21.0,0.24,145628.9,48252.09,97376.81,5.9,5.5,0.07,472852.67,135133.35,337719.32
10,南區旺,41.0,31.0,0.32,92350.04,32686.9,59663.14,9.6,9.3,0.03,290607.37,79917.57,210689.8
6,鼓浪高升,94.0,85.0,0.11,40280.34,11921.1,28359.24,15.0,15.0,0.0,185988.71,49548.89,136439.82
