horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
5,手機錶勁,3.8,4.2,-0.1,212516.31,52257.66,160258.65,1.9,1.8,0.06,287701.82,84907.62,202794.2
2,綠野飛馳,4.4,4.9,-0.1,183536.81,44792.28,138744.53,1.5,1.8,-0.17,364422.3,84907.62,279514.68
3,嘉應奇兵,5.5,6.5,-0.15,146829.45,33766.49,113062.96,2.2,2.0,0.1,248469.75,76416.86,172052.89
10,官金騏,5.3,4.0,0.32,152370.18,54870.54,97499.64,1.9,1.4,0.36,287701.82,109166.95,178534.87
7,千杯不醉,10.0,14.0,-0.29,80756.2,15677.3,65078.9,2.2,3.5,-0.37,248469.75,43666.78,204802.97
9,新力好,12.0,13.0,-0.08,67296.83,16883.24,50413.59,3.6,4.4,-0.18,151842.62,34734.94,117107.68
1,南區之星,17.0,14.0,0.21,47503.65,15677.3,31826.35,4.4,3.9,0.13,124234.87,39188.13,85046.74
6,小磁怪,27.0,22.0,0.23,29909.7,9976.46,19933.24,7.6,7.3,0.04,71925.45,20936.13,50989.32
8,正極,27.0,19.0,0.42,29909.7,11551.69,18358.01,7.5,6.2,0.21,72884.46,24650.6,48233.86
11,星火燎原,42.0,33.0,0.27,19227.67,6650.97,12576.7,8.4,6.5,0.29,65075.41,23512.88,41562.53
12,抱百嶺,63.0,62.0,0.02,12818.44,3540.04,9278.4,13.0,13.0,0.0,42048.73,11756.44,30292.29
4,有備而戰,61.0,54.0,0.13,13238.72,4064.48,9174.24,12.0,11.0,0.09,45552.79,13893.98,31658.81
