horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
5,有派頭,5.3,5.9,-0.1,282439.84,72997.82,209442.02,2.5,2.3,0.09,431276.67,128107.08,303169.59
8,盛勢威楓,6.7,8.8,-0.24,223422.56,48941.72,174480.84,2.0,3.2,-0.38,539095.84,92076.96,447018.88
11,林寶精神,6.8,5.4,0.26,220136.93,79756.87,140380.06,2.6,2.2,0.18,414689.11,133930.12,280758.99
3,精彩動力,8.9,8.3,0.07,168194.51,51890.02,116304.49,3.9,3.3,0.18,276459.4,89286.75,187172.65
1,奮鬥心,9.9,12.0,-0.17,151205.17,35890.59,115314.58,3.0,3.3,-0.09,359397.22,89286.75,270110.47
2,超加加,8.8,7.4,0.19,170105.81,58200.96,111904.85,2.9,2.4,0.21,371790.23,122769.28,249020.95
12,川河型駒,11.0,11.0,0.0,136084.65,39153.38,96931.27,3.6,4.5,-0.2,299497.69,65476.95,234020.74
4,加州星馳,12.0,13.0,-0.08,124744.26,33129.78,91614.48,3.9,4.1,-0.05,276459.4,71864.95,204594.45
14,午夜快車,17.0,16.0,0.06,88054.77,26917.95,61136.82,4.4,3.6,0.22,245043.56,81846.19,163197.37
7,風繼續吹,18.0,18.0,0.0,83162.84,23927.06,59235.78,4.7,4.7,0.0,229402.48,62690.7,166711.78
9,花開,19.0,18.0,0.06,78785.85,23927.06,54858.79,5.3,5.5,-0.04,203432.39,53572.05,149860.34
6,艾莉奧,32.0,32.0,0.0,46779.1,13458.97,33320.13,8.0,7.2,0.11,134773.96,40923.09,93850.87
10,保羅輝煌,39.0,33.0,0.18,38382.85,13051.12,25331.73,9.1,8.4,0.08,118482.6,35076.94,83405.66
13,旭能精英,81.0,55.0,0.47,18480.63,7830.67,10649.96,19.0,16.0,0.19,56746.93,18415.39,38331.54
