horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
10,有情有義,4.2,4.3,-0.02,488891.86,123793.36,365098.5,2.2,2.0,0.1,639222.37,202588.65,436633.72
7,馬上盈,4.4,4.7,-0.06,466669.5,113257.76,353411.74,1.6,1.7,-0.06,878930.77,238339.59,640591.18
13,文武全能,5.9,6.4,-0.08,348024.71,83173.66,264851.05,2.0,1.8,0.11,703144.61,225098.5,478046.11
11,洪才,7.8,10.0,-0.22,263249.46,53231.15,210018.31,2.2,3.5,-0.37,639222.37,115764.94,523457.43
8,遨遊波士,10.0,9.7,0.03,205334.58,54877.47,150457.11,3.3,3.0,0.1,426148.25,135059.1,291089.15
1,輕功猛男,11.0,9.2,0.2,186667.8,57859.94,128807.86,4.3,3.3,0.3,327044.01,122781.0,204263.01
2,超拍檔,13.0,14.0,-0.07,157949.68,38022.25,119927.43,4.0,5.1,-0.22,351572.31,79446.53,272125.78
3,鬥志波,13.0,13.0,0.0,157949.68,40947.03,117002.65,3.2,3.5,-0.09,439465.38,115764.94,323700.44
9,桃花俊,24.0,18.0,0.33,85556.07,29572.86,55983.21,6.0,5.3,0.13,234381.54,76448.55,157932.99
4,共創歡欣,34.0,28.0,0.21,60392.52,19011.12,41381.4,7.2,7.4,-0.03,195317.95,54753.69,140564.26
6,爽飆王子,64.0,52.0,0.23,32083.53,10236.76,21846.77,14.0,14.0,0.0,100449.23,28941.24,71507.99
14,競駿傳奇,63.0,40.0,0.57,32592.79,13307.79,19285.0,14.0,11.0,0.27,100449.23,36834.3,63614.93
12,超智多寶,86.0,88.0,-0.02,23876.11,6048.99,17827.12,14.0,14.0,0.0,100449.23,28941.24,71507.99
5,北極之錶,80.0,53.0,0.51,25666.82,10043.61,15623.21,17.0,13.0,0.31,82722.9,31167.48,51555.42
