horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
4,錶之宇宙,5.0,4.9,0.02,147466.77,41236.36,106230.41,2.1,2.4,-0.12,237765.0,58111.62,179653.38
8,春風萬里,6.0,7.9,-0.24,122888.97,25576.98,97311.99,2.9,4.0,-0.28,172174.66,34866.97,137307.69
13,紫荊傳令,6.2,8.4,-0.26,118924.81,24054.54,94870.27,2.2,3.2,-0.31,226957.5,43583.72,183373.78
3,天將龍駒,6.3,6.9,-0.09,117037.12,29283.79,87753.33,2.0,2.3,-0.13,249653.25,60638.22,189015.03
6,君子傳承,11.0,13.0,-0.15,67030.35,15542.94,51487.41,3.3,4.3,-0.23,151305.0,32434.4,118870.6
12,嘉應傳承,10.0,7.5,0.33,73733.39,26941.09,46792.3,3.5,3.1,0.13,142659.0,44989.65,97669.35
2,桃花開,11.0,8.2,0.34,67030.35,24641.24,42389.11,3.8,2.4,0.58,131396.45,58111.62,73284.83
14,海上大軍,15.0,16.0,-0.06,49155.59,12628.64,36526.95,4.8,5.2,-0.08,104022.19,26820.75,77201.44
10,仁心星,16.0,13.0,0.23,46083.37,15542.94,30540.43,4.4,3.6,0.22,113478.75,38741.08,74737.67
5,非惟僥倖,23.0,23.0,0.0,32057.99,8785.14,23272.85,5.8,5.9,-0.02,86087.33,23638.63,62448.7
1,智取神駒,34.0,31.0,0.1,21686.29,6518.01,15168.28,9.3,8.1,0.15,53688.87,17218.26,36470.61
9,知足常樂,45.0,36.0,0.25,16385.2,5612.73,10772.47,10.0,9.7,0.03,49930.65,14378.13,35552.52
11,遨遊武士,46.0,36.0,0.28,16029.0,5612.73,10416.27,6.3,3.1,1.03,79255.0,44989.65,34265.35
7,新意馬,57.0,34.0,0.68,12935.68,5942.89,6992.79,13.0,10.0,0.3,38408.19,13946.79,24461.4
