horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
10,大利好運,4.5,4.6,-0.02,1389727.53,276295.55,1113431.98,2.0,1.5,0.33,2740987.84,680930.25,2060057.59
4,風起雲湧,5.6,5.7,-0.02,1116745.34,222975.36,893769.98,1.8,2.2,-0.18,3045542.04,464270.62,2581271.42
1,領創動力,5.9,6.3,-0.06,1059961.68,201739.61,858222.07,2.2,2.5,-0.12,2491807.12,408558.15,2083248.97
5,怪獸叉燒,8.4,8.2,0.02,744496.89,154995.06,589501.83,2.7,2.7,0.0,2030361.36,378294.58,1652066.78
11,開心三多,9.7,10.0,-0.03,644718.96,127095.95,517623.01,3.1,3.8,-0.18,1768379.25,268788.26,1499590.99
9,一鹿歡騰,9.8,10.0,-0.02,638140.19,127095.95,511044.24,3.9,3.7,0.05,1405634.79,276052.8,1129581.99
6,十力,11.0,10.0,0.1,568524.9,127095.95,441428.95,3.7,3.5,0.06,1481615.05,291827.25,1189787.8
8,香港精神,16.0,16.0,0.0,390860.87,79434.97,311425.9,4.0,4.6,-0.13,1370493.92,222042.47,1148451.45
2,光輝歲月,19.0,27.0,-0.3,329145.99,47072.57,282073.42,5.6,6.4,-0.13,978924.23,159593.03,819331.2
14,樂矚心機,31.0,27.0,0.15,201734.64,47072.57,154662.07,7.3,6.4,0.14,750955.57,159593.03,591362.54
3,管之友,41.0,48.0,-0.15,152531.07,26478.32,126052.75,9.2,10.0,-0.08,595866.92,102139.54,493727.38
7,閃耀威龍,38.0,26.0,0.46,164573.0,48883.06,115689.94,11.0,8.5,0.29,498361.42,120164.16,378197.26
13,捷足奔馳,44.0,37.0,0.19,142131.23,34350.26,107780.97,11.0,8.7,0.26,498361.42,117401.77,380959.65
12,古惑大師,52.0,33.0,0.58,120264.88,38513.92,81750.96,13.0,9.8,0.33,421690.44,104224.02,317466.42
