horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
10,起舞奜奜,3.4,3.4,0.0,386706.13,114287.49,272418.64,1.7,1.6,0.06,524251.1,156517.97,367733.13
1,穿甲戰鷹,4.7,5.6,-0.16,279744.86,69388.83,210356.03,2.1,2.0,0.05,424393.75,125214.38,299179.37
3,日馳千里,6.3,6.2,0.02,208698.55,62673.79,146024.76,2.1,1.8,0.17,424393.75,139127.08,285266.67
7,常嚐發財,8.8,10.0,-0.12,149409.19,38857.75,110551.44,2.4,2.8,-0.14,371344.53,89438.84,281905.69
5,觀眾之力,9.2,8.0,0.15,142913.14,48572.18,94340.96,3.5,3.0,0.17,254636.25,83476.25,171160.0
9,顯勝高昇,11.0,11.0,0.0,119527.35,35325.22,84202.13,2.3,3.8,-0.39,387489.95,65902.3,321587.65
8,光年程祥,13.0,15.0,-0.13,101138.53,25905.16,75233.37,3.9,4.1,-0.05,228519.71,61080.18,167439.53
12,勇者無敵,12.0,9.9,0.21,109566.74,39250.25,70316.49,3.9,3.5,0.11,228519.71,71551.07,156968.64
4,快搏,21.0,17.0,0.24,62609.56,22857.5,39752.06,5.0,4.2,0.19,178245.38,59625.89,118619.49
6,廚神,52.0,43.0,0.21,25284.63,9036.69,16247.94,9.9,8.0,0.24,90022.92,31303.59,58719.33
2,愛國者,67.0,57.0,0.18,19623.89,6817.15,12806.74,12.0,9.4,0.28,74268.91,26641.36,47627.55
11,活得健康,114.0,116.0,-0.02,11533.34,3349.81,8183.53,16.0,18.0,-0.11,55701.68,13912.71,41788.97
