horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
6,偵探傳奇,3.0,3.8,-0.21,360334.97,96164.39,264170.58,1.8,1.9,-0.05,391077.96,122264.13,268813.83
3,錶之極光,4.1,5.1,-0.2,263659.74,71651.9,192007.84,1.9,2.0,-0.05,370494.91,116150.92,254343.99
11,天福,5.6,7.1,-0.21,193036.59,51468.26,141568.33,1.1,2.4,-0.54,639945.75,96792.44,543153.31
1,友愛心得,6.3,6.3,0.0,171588.08,58003.92,113584.16,1.8,1.5,0.2,391077.96,154867.9,236210.06
7,八駿福昇,10.0,14.0,-0.29,108100.49,26101.76,81998.73,2.8,4.3,-0.35,251407.26,54023.69,197383.57
2,愛馬善,19.0,18.0,0.06,56895.0,20301.37,36593.63,4.9,5.5,-0.11,143661.29,42236.7,101424.59
8,電源之駒,24.0,24.0,0.0,45041.87,15226.03,29815.84,5.4,5.7,-0.05,130359.32,40754.71,89604.61
9,德心知遇,25.0,23.0,0.09,43240.2,15888.03,27352.17,6.5,6.2,0.05,108298.51,37468.04,70830.47
4,勁先生,23.0,18.0,0.28,47000.21,20301.37,26698.84,6.6,8.4,-0.21,106657.62,27654.98,79002.64
10,美麗邂逅,36.0,40.0,-0.1,30027.91,9135.62,20892.29,7.8,9.2,-0.15,90248.76,25250.2,64998.56
