馬匹編號,馬名,平均比標準時間
4,醒目高球,0.14
3,赤海,0.14
6,天馬行雲,0.27
1,馭跑得,0.32
7,傑出雷霆,0.34
9,首飾悟空,0.55
8,領航君子,0.72
2,喜蓮勁感,0.87
10,抱百嶺,1.03
5,正極,1.06
12,魯班精神,1.06
11,電子好好,1.18
