馬匹編號,馬名,完成時間
4,光年程祥,81.65
1,安泰,81.96
12,隋我同來,82.05
7,加州勇勝,82.1
3,銀光奔騰,82.21
6,花開,82.32
13,洪才,82.33
8,龍之邦,82.74
11,最好玩,83.18
14,巴閉佬,84.15
