馬匹編號,馬名,平均比標準時間
7,開心宇宙,-0.5
13,風起雲湧,0.11
5,加州星馳,0.22
11,午夜快車,0.26
6,天威,0.32
4,年年友福,0.41
3,艾莉奧,0.41
12,精明選擇,0.42
9,小飛俠,0.44
1,哪吒,0.51
10,林寶精神,0.53
14,大力猴王,0.58
2,戀愛狂,0.67
8,日日獎,1.35
