馬匹編號,馬名,完成時間
7,開心宇宙,98.54
13,風起雲湧,98.57
10,林寶精神,98.59
5,加州星馳,98.99
6,天威,99.31
11,午夜快車,99.39
3,艾莉奧,99.74
12,精明選擇,99.87
4,年年友福,100.08
