馬匹編號,馬名,平均比標準時間
12,路路勁,-0.92
8,德心知遇,0.13
7,會長之寶,0.17
6,價值傳承,0.36
10,興馳千里,0.36
5,三甲之星,0.38
1,年少多好,0.42
2,好評如潮,0.58
3,英雄豪傑,0.62
11,巨靈神,0.96
4,狀元及第,1.0
13,幸運糖,1.89
