馬匹編號,馬名,完成時間
12,路路勁,55.53
11,巨靈神,56.56
7,會長之寶,56.62
1,年少多好,56.76
2,好評如潮,56.92
3,英雄豪傑,56.93
10,興馳千里,56.94
6,價值傳承,56.99
5,三甲之星,57.05
4,狀元及第,58.03
