馬匹編號,馬名,平均比標準時間
5,桃花多,-0.13
6,贏得爽,0.33
1,悠悠乾坤,0.34
7,富裕君子,0.5
12,幻影旋風,0.51
11,天火同德,0.51
2,魔法速遞,0.62
9,大利好運,0.78
13,上市魅力,0.8
4,海洋帝君,0.82
14,樂矚心機,0.88
8,美麗歡聲,1.09
10,美麗多盈,2.0
3,駿皇勝,2.51
