馬匹編號,馬名,平均比標準時間
12,澳嘉輝,-0.48
7,浪漫戰神,-0.38
3,電訊巴打,-0.21
5,滿心星,-0.11
8,風火輪,-0.09
2,皇龍飛將,0.01
10,紅海勁,0.02
4,時時精準,0.14
11,凱明神駒,0.19
1,精英雄心,0.28
9,富國兄弟,0.55
6,時尚風趣,0.97
