馬匹編號,馬名,平均比標準時間
4,樂勝天下,-0.5
7,熾烈神駒,-0.37
5,錶之極光,-0.14
1,友愛心得,-0.03
8,德心知遇,-0.02
9,巨靈神,0.55
3,八駿巨昇,0.69
10,競駿非凡,0.93
2,喜至寶,0.98
11,電子好好,1.04
