馬匹編號,馬名,完成時間
7,古惑大師,99.23
3,悠悠乾坤,99.63
14,樂矚心機,99.68
13,幻影旋風,99.77
11,肥仔精神,99.81
8,光輝歲月,99.82
9,朗日雪峰,99.88
12,上市魅力,99.91
10,大利好運,100.29
