馬匹編號,馬名,平均比標準時間
7,浪漫戰神,-0.49
5,電訊巴打,-0.29
12,包裝戰仕,-0.03
14,紅海勁,0.1
8,安泰,0.14
6,優才,0.15
10,友贏威馳,0.16
11,超勝無敵,0.2
3,皇龍飛將,0.22
2,精英雄心,0.24
9,哪吒,0.53
13,孤風潛影,1.12
4,將睿,1.24
1,遨遊武士,1.29
