馬匹編號,馬名,平均比標準時間
1,幸運星球,-0.23
9,福星小子,-0.06
6,精彩福星,0.1
8,勇霸龍,0.22
5,撼天鐵翼,0.23
3,飛馬座,0.49
4,椒椒醒,0.57
2,關鍵所在,0.72
7,美麗邂逅,0.93
10,賢者福星,1.08
