馬匹編號,馬名,平均比標準時間
6,祥勝將軍,-0.19
11,禾道威,0.0
1,競駿良駒,0.07
2,八駿笑昇,0.18
3,雙贏,0.32
9,君智盛,0.32
12,怪獸叉燒,0.34
10,十力,0.44
5,得意佳作,0.49
8,平海之星,0.6
4,一支箭,0.87
7,耀昌勝世,1.14
