馬匹編號,馬名,平均比標準時間
5,踏雪尋梅,-0.1
8,萬眾開心,0.12
6,韋少寶,0.24
10,怡昌精神,0.38
2,智勝攻略,0.55
12,快樂高球,0.64
4,運來伍寶,0.69
9,勇敢孖寶,0.75
1,日馳千里,0.78
11,萬里雲,0.94
3,嘉冠王,1.38
7,旭能精英,1.46
