馬匹編號,馬名,平均比標準時間
1,佳登,-0.12
9,先到先得,0.07
7,都靈勇士,0.2
4,大千氣象,0.21
5,本領非凡,0.22
2,唯美主義,0.22
12,傳承效應,0.36
8,北海盜,0.48
3,加州活力,0.61
11,幽默大師,0.76
6,有派頭,0.85
10,至高心得,1.09
