馬匹編號,馬名,完成時間
11,魅力知耀,98.49
3,相映紅,99.42
1,銀亮奔騰,99.51
7,好實力,99.72
6,勁好運,99.9
5,將義,99.96
2,有財有勢,100.35
4,爆笑,100.46
12,暴風之子,100.48
9,建測羣英,100.49
10,超加加,100.81
