horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,偵探傳奇,3.3,3.6,-0.08,191242.5,74415.46,116827.04,1.6,1.7,-0.06,268186.36,122892.97,145293.39
2,伶俐驫駒,4.2,4.7,-0.11,150261.96,56999.07,93262.89,1.3,1.2,0.08,330075.52,174098.38,155977.14
12,後無來者,4.8,5.3,-0.09,131479.22,50546.35,80932.87,1.9,2.1,-0.1,225841.14,99484.79,126356.35
3,常嚐發財,6.6,5.1,0.29,95621.25,52528.56,43092.69,1.8,1.6,0.12,238387.88,130573.78,107814.1
11,猛將兄,9.8,10.0,-0.02,64397.98,26789.57,37608.41,3.1,3.2,-0.03,138418.77,65286.89,73131.88
6,瑤瑤日上,12.0,12.0,0.0,52591.69,22324.64,30267.05,3.4,3.7,-0.08,126205.35,56464.34,69741.01
4,勝多多,26.0,22.0,0.18,24273.09,12177.07,12096.02,7.5,7.0,0.07,57213.09,29845.44,27367.65
9,運來伍寶,27.0,23.0,0.17,23374.08,11647.64,11726.44,5.9,6.4,-0.08,72728.5,32643.45,40085.05
5,越駿齊歡,46.0,36.0,0.28,13719.57,7441.55,6278.02,11.0,11.0,0.0,39008.92,18992.55,20016.37
7,智勝勳章,60.0,56.0,0.07,10518.34,4783.85,5734.49,12.0,11.0,0.09,35758.18,18992.55,16765.63
8,星威心得,67.0,60.0,0.12,9419.41,4464.93,4954.48,12.0,12.0,0.0,35758.18,17409.84,18348.34
10,旭能精英,97.0,79.0,0.23,6506.19,3391.08,3115.11,18.0,18.0,0.0,23838.79,11606.56,12232.23
