horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
6,金玉良言,3.4,4.0,-0.15,108813.13,44528.34,64284.79,1.1,1.0,0.1,243959.25,153337.8,90621.45
11,勇者無敵,7.3,7.2,0.01,50680.09,24737.97,25942.12,2.3,2.5,-0.08,116676.16,61335.12,55341.04
1,八駿福昇,6.8,6.2,0.1,54406.57,28727.96,25678.61,2.6,3.2,-0.19,103213.53,47918.06,55295.47
3,狼來了,7.9,7.1,0.11,46830.97,25086.39,21744.58,3.4,3.8,-0.11,78927.99,40352.05,38575.94
2,大番薯,6.9,5.5,0.25,53618.07,32384.25,21233.82,2.2,2.1,0.05,121979.62,73018.0,48961.62
10,賢知友您,11.0,12.0,-0.08,33633.15,14842.78,18790.37,3.9,4.3,-0.09,68809.02,35659.95,33149.07
5,光年程祥,14.0,16.0,-0.12,26426.05,11132.09,15293.96,4.4,5.4,-0.19,60989.81,28395.89,32593.92
4,天天耍樂,15.0,15.0,0.0,24664.31,11874.22,12790.09,4.5,5.3,-0.15,59634.48,28931.66,30702.82
8,疾風財子,19.0,26.0,-0.27,19471.82,6850.51,12621.31,5.6,9.0,-0.38,47920.57,17037.53,30883.04
9,良駒好友,19.0,22.0,-0.14,19471.82,8096.06,11375.76,5.6,8.8,-0.36,47920.57,17424.75,30495.82
12,摯友心得,33.0,29.0,0.14,11211.05,6141.84,5069.21,9.1,8.9,0.02,29489.58,17228.97,12260.61
7,飛躍星伴,61.0,49.0,0.24,6064.99,3634.97,2430.02,12.0,11.0,0.09,22362.93,13939.8,8423.13
