horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
4,樂勝天下,2.9,3.0,-0.03,85768.42,36691.32,49077.1,1.4,1.2,0.17,122306.84,64909.62,57397.22
7,熾烈神駒,4.4,4.7,-0.06,56529.19,23419.99,33109.2,1.6,1.7,-0.06,107018.48,45818.56,61199.92
1,友愛心得,10.0,12.0,-0.17,24872.84,9172.83,15700.01,2.1,4.3,-0.51,81537.89,18114.31,63423.58
6,勁先生,10.0,9.9,0.01,24872.84,11118.58,13754.26,3.4,3.0,0.13,50361.64,25963.85,24397.79
5,錶之極光,12.0,12.0,0.0,20727.37,9172.83,11554.54,3.6,3.4,0.06,47563.77,22909.28,24654.49
2,喜至寶,13.0,12.0,0.08,19132.96,9172.83,9960.13,4.4,4.6,-0.04,38915.81,16932.95,21982.86
8,德心知遇,12.0,10.0,0.2,20727.37,11007.4,9719.97,4.9,3.7,0.32,34944.81,21051.77,13893.04
10,競駿非凡,15.0,13.0,0.15,16581.89,8467.23,8114.66,4.5,4.3,0.05,38051.02,18114.31,19936.71
11,電子好好,17.0,15.0,0.13,14631.08,7338.26,7292.82,4.5,3.8,0.18,38051.02,20497.78,17553.24
9,巨靈神,20.0,18.0,0.11,12436.42,6115.22,6321.2,4.0,4.5,-0.11,42807.39,17309.23,25498.16
3,八駿巨昇,24.0,20.0,0.2,10363.68,5503.7,4859.98,6.9,5.8,0.19,24815.88,13429.58,11386.3
