horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
3,銳一,3.1,2.9,0.07,462066.8,210454.94,251611.86,1.5,1.5,0.0,697764.65,277361.7,420402.95
12,爆熱,6.0,5.8,0.03,238734.51,105227.47,133507.04,2.3,2.2,0.05,455063.9,189110.25,265953.65
9,東方寶寶,6.2,5.9,0.05,231033.4,103443.95,127589.45,1.9,1.8,0.06,550866.83,231134.75,319732.08
6,銀亮濠俠,10.0,11.0,-0.09,143240.71,55483.57,87757.14,2.9,3.0,-0.03,360912.75,138680.85,222231.9
5,魅力星,11.0,11.0,0.0,130218.82,55483.57,74735.25,3.3,4.0,-0.18,317165.75,104010.64,213155.11
10,南區旺,13.0,14.0,-0.07,110185.16,43594.24,66590.92,3.9,4.1,-0.05,268371.02,101473.79,166897.23
11,太行美景,14.0,17.0,-0.18,102314.79,35901.14,66413.65,4.2,4.8,-0.12,249201.66,86675.53,162526.13
8,城中勇士,13.0,13.0,0.0,110185.16,46947.64,63237.52,3.5,3.5,0.0,299041.99,118869.3,180172.69
1,巴閉佬,13.0,13.0,0.0,110185.16,46947.64,63237.52,4.3,4.2,0.02,243406.27,99057.75,144348.52
2,太勝駒,29.0,31.0,-0.06,49393.35,19687.72,29705.63,6.7,6.2,0.08,156215.97,67103.64,89112.33
7,日頌月讚,35.0,36.0,-0.03,40925.92,16953.31,23972.61,8.1,7.8,0.04,129215.68,53338.79,75876.89
4,鼓浪高升,39.0,46.0,-0.15,36728.39,13267.81,23460.58,8.1,7.4,0.09,129215.68,56221.97,72993.71
