horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
10,大利好運,5.6,5.9,-0.05,153824.34,64496.68,89327.66,2.7,2.8,-0.04,283732.17,147774.59,135957.58
6,一鹿歡騰,5.7,6.0,-0.05,151125.67,63421.74,87703.93,2.9,4.3,-0.33,264164.43,96225.31,167939.12
2,陸小鳳,5.4,4.7,0.15,159521.54,80963.92,78557.62,1.1,1.0,0.1,696433.5,413768.85,282664.65
14,樂矚心機,8.6,8.2,0.05,100164.69,46406.15,53758.54,2.6,2.8,-0.07,294644.94,147774.59,146870.35
8,光輝歲月,9.9,11.0,-0.1,87011.75,34593.67,52418.08,3.5,5.3,-0.34,218879.1,78069.59,140809.51
3,悠悠乾坤,11.0,13.0,-0.15,78310.57,29271.57,49039.0,4.5,7.8,-0.42,170239.3,53047.29,117192.01
13,幻影旋風,10.0,10.0,0.0,86141.63,38053.04,48088.59,3.9,5.1,-0.24,196429.96,81131.15,115298.81
4,電訊驕陽,17.0,18.0,-0.06,50671.55,21140.58,29530.97,5.0,6.0,-0.17,153215.37,68961.47,84253.9
12,上市魅力,18.0,18.0,0.0,47856.46,21140.58,26715.88,5.2,8.9,-0.42,147322.47,46490.88,100831.59
11,肥仔精神,26.0,29.0,-0.1,33131.4,13121.74,20009.66,8.3,11.0,-0.25,92298.42,37615.35,54683.07
7,古惑大師,19.0,15.0,0.27,45337.7,25368.69,19969.01,7.3,7.9,-0.08,104942.03,52375.8,52566.23
1,閃耀威龍,32.0,37.0,-0.14,26919.26,10284.61,16634.65,9.6,14.0,-0.31,79799.67,29554.92,50244.75
9,朗日雪峰,35.0,35.0,0.0,24611.89,10872.3,13739.59,12.0,14.0,-0.14,63839.74,29554.92,34284.82
5,齊歡最樂,45.0,39.0,0.15,19142.58,9757.19,9385.39,13.0,14.0,-0.07,58928.99,29554.92,29374.07
