馬匹編號,馬名,完成時間
2,進傲星,81.82
5,榮利雙收,82.02
6,爆出美麗,82.14
14,超風速,82.21
4,龍城強將,82.62
10,紅磚戰士,82.92
9,保羅輝煌,82.94
13,勇敢孖寶,82.96
12,林寶精神,82.98
7,逍遙騎士,83.18
