馬匹編號,馬名,完成時間
3,競駿皇者,68.74
8,超寫意,68.75
11,馬馳登,69.05
5,巴基之勝,69.19
7,飛馬座,69.22
2,忠誠明駒,69.25
1,星月飛雲,69.27
6,健康快車,69.32
9,閃耀天河,69.42
4,關鍵所在,69.6
12,志善思源,69.73
10,財富非凡,70.5
